geracao,fit_medio,fit_melhor,fit_pior,fit_std,coletas,entregas,colisoes,mortos,taxa_coleta,taxa_entrega,melhor_tempo,tempo_medio_entrega,distancia_media_entrega,taxa_mutacao_atual,forca_mutacao_atual,tempo_real_geracao_seg
1,1429.9039257515822,5190.893873767079,-89.55122076131994,1984.8705716163531,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.14775,0.24625,0.00019168853759765625
2,598.7410769160527,6922.016885895928,-89.55414740838586,1464.3484588842462,2,2,0,0,0.04,0.04,1.5539999999999987,1.6379999999999986,196.23606072482335,0.14553375,0.24255625,0.00019240379333496094
3,762.5668821690382,7421.274616803763,-88.99951372834713,1812.459373538735,3,3,0,0,0.06,0.06,3.1349999999999936,6.434666666666644,364.29665555178826,0.14335074374999998,0.23891790624999998,0.00017404556274414062
4,925.1564836153924,6834.758455575782,-89.3349650159151,1438.477462255445,1,1,0,0,0.02,0.02,10.388000000000003,10.388000000000003,244.2906316854971,0.14120048259374998,0.23533413765625,0.00018835067749023438
5,2901.0710917817887,10736.5590823972,-88.7907196172143,2732.026752073213,2,2,0,0,0.04,0.04,7.733000000000043,8.23300000000004,573.1778938178311,0.13908247535484372,0.23180412559140623,0.00017905235290527344
6,1843.9254732386441,10513.48648367194,-89.15370518349759,2562.2602084140794,1,1,0,0,0.02,0.02,7.291000000000033,7.291000000000033,691.2164419102253,0.1369962382245211,0.22832706370753514,0.00014829635620117188
7,4338.695734640667,11973.28647477338,-89.87757897955785,2631.5961452101265,1,1,0,0,0.02,0.02,4.229999999999995,4.229999999999995,546.3627494562019,0.13494129465115326,0.2249021577519221,0.00016427040100097656
8,1679.9912320141023,6464.311837392283,-86.27615197927896,2204.1805086681675,8,8,0,0,0.16,0.16,0.7990000000000006,1.0256250000000002,160.79792121604552,0.13291717523138596,0.22152862538564327,0.000164031982421875
9,1364.9432927126077,5078.5105322264635,-80.33893378591931,1723.5137288932642,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.13092341760291518,0.21820569600485862,0.0001347064971923828
10,1577.230885251729,6685.527702600577,-85.40715041244059,1599.4624805367623,3,3,0,0,0.06,0.06,0.8740000000000007,0.8846666666666674,176.9333333333334,0.12895956633887143,0.21493261056478574,0.000148773193359375
11,1692.7633279433378,7166.668443635791,-83.22230107360323,1135.3230910061816,1,1,0,0,0.02,0.02,1.0810000000000002,1.0810000000000002,212.22140057000826,0.12702517284378836,0.21170862140631394,0.00016999244689941406
12,2066.698122331266,9315.246168470732,-75.97317891450517,1825.3504348939828,1,1,0,0,0.02,0.02,1.865999999999998,1.865999999999998,372.84965973321084,0.12511979525113154,0.20853299208521925,0.00020194053649902344
13,1908.3552340700087,7689.315730261848,-80.8075265067067,1924.0321288301805,3,3,0,0,0.06,0.06,1.2210000000000003,1.2380000000000002,247.6,0.12324299832236457,0.20540499720394095,0.0001652240753173828
14,3349.146152364607,10555.520474068078,-77.27766466149876,2407.201735360165,1,1,0,0,0.02,0.02,3.3519999999999928,3.3519999999999928,495.11035879512815,0.1213943533475291,0.20232392224588183,0.00017070770263671875
15,3117.883773163312,9426.249233630917,-88.58884074628452,2348.8026654810737,4,4,0,0,0.08,0.08,1.8149999999999986,2.1977499999999974,370.1632197853019,0.11957343804731616,0.1992890634121936,0.0001575946807861328
16,1844.3426873920307,7001.106714472067,-64.41926360034336,1837.8511797540195,5,5,0,0,0.1,0.1,0.9800000000000006,1.715799999999998,206.11617637219896,0.1177798364766064,0.19629972746101068,0.0001480579376220703
17,2511.1710309930904,5670.48907334487,-89.27414568819562,1817.724032057543,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.11601313892945732,0.19335523154909554,0.0001270771026611328
18,4290.060062120374,11947.284977459667,-88.97128208556938,3129.7054391895986,2,2,0,0,0.04,0.04,2.731999999999995,2.731999999999995,545.4580321028491,0.11427294184551545,0.1904549030758591,0.0001513957977294922
19,4664.248357858632,11227.837688178693,-10.63034472961874,2240.3421752314853,2,2,0,0,0.04,0.04,2.447999999999995,2.5239999999999947,504.417709120714,0.11255884771783273,0.1875980795297212,0.00014352798461914062
20,3894.720789511684,10574.726435782262,-63.30867049386095,2153.934652788633,3,3,0,0,0.06,0.06,2.324999999999997,2.36333333333333,464.71352517473525,0.11087046500206522,0.1847841083367754,0.00015163421630859375
21,2432.39997822454,7999.614863077271,367.349621958683,1885.9537052952387,4,4,0,0,0.08,0.08,1.341,1.3919999999999997,268.1489152815223,0.10920740802703426,0.18201234671172375,0.00014853477478027344
22,2161.8818218743363,6834.885740183754,-56.8006782805718,2016.500498308452,7,7,0,0,0.14,0.14,0.9190000000000006,0.994571428571429,187.0681049946857,0.10756929690662874,0.1792821615110479,0.0001842975616455078
23,5130.21316030981,12936.50105858547,1971.4807439077922,2683.994685155472,1,1,0,0,0.02,0.02,3.250999999999993,3.250999999999993,617.6383119864333,0.1059557574530293,0.17659292908838217,0.00022101402282714844
24,2491.7602174874182,8411.035849981423,-52.082037868084704,2041.268617523721,3,3,0,0,0.06,0.06,1.4689999999999988,1.4746666666666652,294.93333333333305,0.10436642109123387,0.17394403515205645,0.0001628398895263672
25,4476.769624518778,7429.271650816747,3161.9039337832423,1033.0558898003997,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.10280092477486535,0.1713348746247756,0.0001227855682373047
26,3847.0363105952697,9958.246247236075,-81.05819579798354,2233.867553190259,4,4,0,0,0.08,0.08,2.0059999999999976,2.0309999999999975,405.79803197065564,0.10125891090324238,0.16876485150540396,0.00019884109497070312
27,4731.733922483336,11735.051745219185,-88.30831595827725,2676.595924019843,1,1,0,0,0.02,0.02,3.8459999999999916,3.8459999999999916,537.9552150762207,0.09974002723969373,0.1662333787328229,0.0001697540283203125
28,3870.9020868085454,10826.19800325815,-60.07219280530654,2518.1708702213245,4,4,0,0,0.08,0.08,2.2799999999999967,2.517749999999996,471.5739666395036,0.09824392683109832,0.16373987805183055,0.00015115737915039062
29,4412.859705775012,9703.955632834226,-45.184624194305094,2630.67669367677,7,7,0,0,0.14,0.14,1.9139999999999986,1.974999999999998,392.41060217646293,0.09677026792863185,0.16128377988105308,0.00018334388732910156
30,5890.08438093281,8588.952865931567,-83.33211946409584,1456.932588387785,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.09531871390970237,0.15886452318283728,0.00013375282287597656
31,1366.9195259383248,6275.47826633341,-14.436311189767121,2043.900526942472,7,7,0,0,0.14,0.14,0.7170000000000004,0.7340000000000003,146.79808326466164,0.09388893320105683,0.15648155533509472,0.00014901161193847656
32,2508.517644740619,7946.79358987492,138.0736321247367,1823.5076786476943,3,3,0,0,0.06,0.06,1.31,1.3436666666666666,268.7333333333332,0.09248059920304097,0.1541343320050683,0.00014925003051757812
33,3181.216400038655,5558.481930666004,1561.8587527574107,1142.055802912129,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.09109339021499537,0.15182231702499227,0.0004277229309082031
34,3947.2250668875995,9874.126818516572,748.4635951141528,2311.7699855948795,5,5,0,0,0.1,0.1,1.9629999999999979,2.0101999999999975,402.03995821751425,0.08972698936177043,0.14954498226961738,0.00023627281188964844
35,5134.067127179509,11004.209347929029,616.8677614563748,2730.0486044820555,5,5,0,0,0.1,0.1,2.3589999999999973,2.499799999999997,499.66931058229676,0.08838108452134387,0.14730180753557312,0.00017189979553222656
36,673.101941994347,6577.604391996195,-82.91243672472226,1416.7885512279856,2,2,0,0,0.04,0.04,0.8330000000000006,0.8500000000000006,170.00000000000014,0.08705536825352371,0.14509228042253952,0.0001838207244873047
37,3027.3818656935578,8140.046730656835,-64.27796690922388,2950.350256126404,11,11,0,0,0.22,0.22,1.3679999999999997,1.3813636363636361,276.2727272727272,0.08574953772972085,0.14291589621620143,0.0001895427703857422
38,1521.2845508427743,8201.074058332937,-83.38965305715134,2153.496942183498,3,3,0,0,0.06,0.06,1.3869999999999996,1.4143333333333328,282.86397944974993,0.08446329466377504,0.1407721577729584,0.0001475811004638672
39,5581.652154017656,11808.856146069702,2453.0767191823534,2087.809848763983,3,3,0,0,0.06,0.06,2.6439999999999957,2.838333333333328,566.6799595536603,0.08319634524381841,0.13866057540636403,0.0001556873321533203
40,6688.333189118457,12122.222390836654,1717.8546301825058,2375.5436644742977,5,5,0,0,0.1,0.1,2.786999999999995,2.856199999999995,571.1616254230523,0.08194840006516113,0.13658066677526856,0.0001685619354248047
41,2959.631605405562,8262.580805626227,704.5947507128705,1778.7117320373081,4,4,0,0,0.08,0.08,1.4259999999999995,1.4712499999999995,294.2484659198213,0.08071917406418373,0.13453195677363955,0.0001556873321533203
42,3604.1576734616046,9099.06699722066,406.0228183768818,2555.3150320538953,7,7,0,0,0.14,0.14,1.6909999999999987,1.7499999999999984,348.05809968453434,0.07950838645322096,0.13251397742203494,0.00015020370483398438
43,5996.253811527053,11582.057777416194,3216.2004204409873,2245.420895342317,5,5,0,0,0.1,0.1,2.610999999999996,3.9442,637.1284345544512,0.07831576065642265,0.13052626776070442,0.00020074844360351562
44,1982.5976778379759,6582.931125935425,706.199453724223,1735.103255912239,6,6,0,0,0.12,0.12,0.8330000000000006,0.8711666666666673,173.750393988591,0.07714102424657632,0.12856837374429386,0.00016951560974121094
45,3421.3633763938683,8228.651162829872,415.1707482530414,2418.2119414603676,9,9,0,0,0.18,0.18,1.429,1.4926666666666664,298.5286618247603,0.07598390888287766,0.12663984813812945,0.0001633167266845703
46,5004.45787608032,10433.221416185654,1439.3874196108293,2514.3012758439922,7,7,0,0,0.14,0.14,2.1709999999999967,2.2638571428571392,452.7681609789178,0.07484415024963449,0.12474025041605749,0.00014734268188476562
47,5909.5026204710675,10946.119605391506,1353.9337180416733,2370.097786085992,6,6,0,0,0.12,0.12,2.3329999999999975,2.372333333333331,474.43541596880306,0.07372148799588997,0.12286914665981663,0.00017976760864257812
48,5487.97206980859,10619.023053286155,1930.0217371642113,2234.4159297610463,6,6,0,0,0.12,0.12,2.255999999999998,2.372499999999998,474.4955106324367,0.07261566567595162,0.12102610945991939,0.0001919269561767578
49,5514.975953332117,10172.956747582668,1685.8157453816711,2072.54744104598,7,7,0,0,0.14,0.14,2.0769999999999973,2.130999999999997,426.198591905215,0.07152643069081235,0.11921071781802059,0.00018024444580078125
50,2833.346358129734,6838.064506654774,168.22057988153077,2215.527635527518,11,11,0,0,0.22,0.22,0.9090000000000007,0.9390000000000008,187.79726996105555,0.07045353423045016,0.11742255705075028,0.00017833709716796875
51,5916.911533490987,10864.975553278495,3364.1085691327557,1906.9129058306166,5,5,0,0,0.1,0.1,2.3369999999999975,2.5167999999999973,503.3560581912724,0.06939673121699341,0.11566121869498902,0.00018668174743652344
52,2533.805807345202,6640.713927664266,380.06981723891624,2118.2956440692988,10,10,0,0,0.2,0.2,0.8420000000000006,0.8704000000000007,174.03504327349324,0.0683557802487385,0.11392630041456418,0.00015664100646972656
53,3563.354766401567,8293.255952993695,684.9392579090375,1738.746561058792,5,5,0,0,0.1,0.1,1.4689999999999992,1.4989999999999992,299.78518192553867,0.06733044354500743,0.11221740590834572,0.00017571449279785156
54,7992.2049965967135,12450.36364970595,5432.895044435173,1960.407080637066,7,7,0,0,0.14,0.14,2.886999999999994,2.9629999999999934,591.995180978529,0.06632048689183231,0.11053414481972053,0.0001881122589111328
55,6539.359803807075,10609.764879034563,1865.137599857955,2490.34531514381,12,12,0,0,0.24,0.24,2.2639999999999962,2.401499999999996,480.06602670623914,0.06532567958845484,0.10887613264742473,0.00022149085998535156
56,3919.529959300735,7679.8418778296455,-24.905508618314045,2348.6199958209318,13,13,0,0,0.26,0.26,1.2150000000000003,1.2375384615384617,247.4975641401146,0.06434579439462801,0.10724299065771335,0.00014352798461914062
57,5162.236131398948,8694.03350522268,113.17120511367405,2235.861502303352,13,13,0,0,0.26,0.26,1.562999999999999,1.5845384615384606,316.9011291397146,0.06338060747870859,0.10563434579784765,0.00020170211791992188
58,6633.276445384284,11553.987712589129,2574.526971162148,2282.595497666005,7,7,0,0,0.14,0.14,2.819999999999996,2.946571428571424,589.2904248042105,0.06242989836652796,0.10404983061087994,0.0001704692840576172
59,4047.592160505496,8067.422633115437,921.4831342864148,2217.2294133015635,11,11,0,0,0.22,0.22,1.3479999999999999,1.363181818181818,272.63423713791275,0.06149344989103003,0.10248908315171673,0.00019502639770507812
60,6177.788757959209,11378.406865576646,3810.896738235749,1881.119280404409,4,4,0,0,0.08,0.08,2.6499999999999972,2.922249999999996,584.4324154410002,0.060571048142664584,0.10095174690444098,0.0001499652862548828
61,4118.930091599047,8450.655863188647,1824.5295379850581,1950.878808842281,8,8,0,0,0.16,0.16,1.540999999999999,1.7246249999999985,344.8968397967275,0.05966248242052462,0.09943747070087437,0.00015401840209960938
62,2608.6726908516835,6293.831335675817,95.7724638257286,2313.0241177264365,14,14,0,0,0.28,0.28,0.7130000000000004,0.7484285714285718,149.68482785279474,0.05876754518421674,0.09794590864036125,0.0001800060272216797
63,8045.722157567831,12276.112295668521,5160.843393972953,2294.1583027168112,10,10,0,0,0.2,0.2,2.864999999999995,3.086899999999994,617.3592172379673,0.057886032006453494,0.09647672001075583,0.0001537799835205078
64,8513.739193738153,12257.646485130292,4860.98083885178,2211.5010323490988,12,12,0,0,0.24,0.24,2.800999999999995,3.0045833333333274,600.8659031435776,0.05701774152635669,0.0950295692105945,0.0001914501190185547
65,4032.728689556555,7931.542687195352,462.197716961366,2266.1379493599106,12,12,0,0,0.24,0.24,1.3469999999999998,1.4549999999999994,290.95492450194416,0.056162475403461344,0.09360412567243558,0.0001919269561767578
66,6395.058060380323,10311.076333391466,2173.33471634481,2309.2125526044847,12,12,0,0,0.24,0.24,2.1499999999999977,2.290583333333331,458.0345160392049,0.055320038272409416,0.09220006378734903,0.0001862049102783203
67,4664.951609515988,8690.779287660482,1161.072398076307,2127.7325731744804,10,10,0,0,0.2,0.2,1.5759999999999996,1.6160999999999999,323.2006689714991,0.05449023769832328,0.0908170628305388,0.0001728534698486328
68,5130.369497789835,9108.18206897986,3131.747523767892,2035.3935672789914,10,10,0,0,0.2,0.2,1.8089999999999986,1.8743999999999985,374.67131725349316,0.05367288413284843,0.08945480688808072,0.0001647472381591797
69,4423.200995869328,7813.287379030414,729.6676739345406,2494.3966235783637,17,17,0,0,0.34,0.34,1.2899999999999998,1.349176470588235,269.78382864284333,0.0528677908708557,0.0881129847847595,0.0001742839813232422
70,4225.956794997236,8127.628545516211,1750.3297530335544,2005.8498996838414,10,10,0,0,0.2,0.2,1.3569999999999995,1.3771999999999993,275.44000000000005,0.05207477400779287,0.08679129001298812,0.00021505355834960938
71,5740.651971158264,9666.25333576398,1588.9048944591543,2037.05893201245,10,10,0,0,0.2,0.2,1.9219999999999982,1.9583999999999981,391.6666781343496,0.05129365239767597,0.08548942066279329,0.00017142295837402344
72,5251.708874988361,8230.56855637694,875.3945876982458,2481.1014864482418,20,20,0,0,0.4,0.4,1.3839999999999997,1.4064499999999995,281.28999999999985,0.050524247611710836,0.08420707935285139,0.00024819374084472656
73,4862.420022730497,9707.554062314059,1907.463442279718,1407.6655771194432,3,3,0,0,0.06,0.06,2.0059999999999976,2.0883333333333307,417.6357677988129,0.04976638389753516,0.08294397316255861,0.0001614093780517578
74,8588.514281921967,12187.67814145665,6586.995452518094,2042.81997446078,12,12,0,0,0.24,0.24,2.8189999999999955,2.875916666666662,575.1023266134148,0.04901988813907214,0.08169981356512024,0.0001785755157470703
75,4888.377767503476,8358.741149033533,1461.0007106357355,2441.877262645875,16,16,0,0,0.32,0.32,1.4719999999999995,1.5537499999999995,310.70455998507623,0.04828458981698606,0.08047431636164343,0.0001933574676513672
76,4088.385917512795,7529.083139562654,1318.9603365651146,2289.473642983279,15,15,0,0,0.3,0.3,1.1820000000000002,1.210133333333333,241.99161912003876,0.047560320969731264,0.07926720161621878,0.00017452239990234375
77,5578.230535435063,9216.356797343251,1151.7277477213465,2535.2061805315525,15,15,0,0,0.3,0.3,1.7799999999999985,1.8249333333333315,364.9486317776005,0.0468469161551853,0.0780781935919755,0.00014901161193847656
78,2277.449799629822,2982.9583543211147,335.8799705370265,661.112412905885,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.046144212412857516,0.07690702068809586,0.0001709461212158203
79,1358.7755793310434,6635.024165794644,-72.55726076931082,1098.4639596728346,1,1,0,0,0.02,0.02,0.9150000000000007,0.9150000000000007,183.00000000000006,0.045452049226664654,0.07575341537777443,0.0001537799835205078
80,3297.8376975992146,7041.882608840721,727.5647386260873,2145.378325780079,12,12,0,0,0.24,0.24,0.9990000000000008,1.025833333333334,205.15286290235542,0.04477026848826469,0.07461711414710781,0.0002346038818359375
81,5277.143135067059,7318.21762360336,1752.3775698175345,2282.4966870542785,28,28,0,0,0.56,0.56,1.0700000000000005,1.1026428571428577,220.52857142857147,0.044098714460940706,0.07349785743490118,0.00025177001953125
82,4555.250689908638,8746.693782611768,3055.2977097464245,1587.6610289823275,6,6,0,0,0.12,0.12,1.598999999999999,1.6269999999999991,325.3855525527717,0.0434372337440266,0.07239538957337767,0.0001513957977294922
83,5579.799358180028,8473.964616590916,3129.0535424769937,2258.2699598919594,19,19,0,0,0.38,0.38,1.498999999999999,1.5240526315789462,304.80495912402284,0.0427856752378662,0.07130945872977701,0.00021338462829589844
84,6034.678515894938,8962.387006537538,3002.410805788491,2292.355647331547,19,19,0,0,0.38,0.38,1.669999999999999,1.7021578947368414,340.4182677874065,0.042143890109298206,0.07023981684883035,0.0002701282501220703
85,4357.443841334238,7452.046981690262,1357.9180967789398,2314.916654635571,18,18,0,0,0.36,0.36,1.1220000000000003,1.1659444444444444,233.1851812525039,0.04151173175765873,0.06918621959609789,0.00017881393432617188
86,9055.355498194373,12264.422296855802,6517.75785020434,2215.27404984449,16,16,0,0,0.32,0.32,2.969999999999995,3.169624999999994,633.9179447548386,0.04088905578129385,0.06814842630215642,0.00020122528076171875
87,8014.4306799974665,10894.63496921675,4390.291475595226,2269.1278916164083,19,19,0,0,0.38,0.38,2.3189999999999964,2.3645789473684173,472.89896563876925,0.04027571994457444,0.06712619990762407,0.0002570152282714844
88,3671.3502560014713,7057.667619594678,1108.6388702623547,2138.141313517646,14,14,0,0,0.28,0.28,0.9980000000000007,1.0094285714285722,201.88571428571427,0.04,0.06611930690900972,0.00025272369384765625
89,7919.6710659344735,12017.20351732732,5475.790792166509,1856.259278412981,8,8,0,0,0.16,0.16,2.830999999999995,2.9089999999999945,581.7776516527233,0.04,0.06512751730537457,0.0001533031463623047
90,7522.770155298494,11025.95965639917,4918.522698773308,2111.3006530856755,13,13,0,0,0.26,0.26,2.5569999999999964,2.6284615384615346,525.6780847926972,0.04,0.06415060454579395,0.00019431114196777344
91,8589.001351071356,11350.362693209412,5744.397821198453,2335.1680088651024,21,21,0,0,0.42,0.42,2.514999999999997,2.5708095238095203,514.1429515441629,0.04,0.06318834547760703,0.0002238750457763672
92,5216.8726126818365,8400.792284644684,2881.507320212541,2184.0603073215675,16,16,0,0,0.32,0.32,1.5249999999999992,1.5623749999999994,312.46286586861163,0.04,0.06224052029544293,0.000209808349609375
93,4270.158746121118,7570.398005319656,1560.1448006631313,2168.306079322522,15,15,0,0,0.3,0.3,1.189,1.2174666666666665,243.46087960971883,0.04,0.061306912491011285,0.0002288818359375
