geracao,fit_medio,fit_melhor,fit_pior,fit_std,coletas,entregas,colisoes,mortos,taxa_coleta,taxa_entrega,melhor_tempo,tempo_medio_entrega,distancia_media_entrega,taxa_mutacao_atual,forca_mutacao_atual,tempo_real_geracao_seg
1,1022.9183056388083,4901.940510299676,-1404.9897773111531,1529.2894389748178,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.196,0.294,0.010866403579711914
2,2292.394346795305,12461.604894579777,-376.63662437035885,2472.1488096630933,2,1,0,0,0.06666666666666667,0.03333333333333333,21.734999999999552,21.734999999999552,3323.077820778111,0.19208,0.28812,0.0001456737518310547
3,7284.897699931332,15270.848600094083,1791.0332883554368,4474.832997059635,14,7,0,0,0.4666666666666667,0.23333333333333334,4.976000000000001,9.247142857142824,1138.4501402882577,0.1882384,0.2823576,0.00023603439331054688
4,4670.242615294391,10515.880918325951,-2149.9753331167376,5117.0207661972745,20,13,0,0,0.6666666666666666,0.43333333333333335,2.8729999999999953,5.397076923076917,776.3068024493605,0.184473632,0.27671044799999994,0.00014901161193847656
5,1097.525428624495,9473.60949465859,-5624.740916759964,4493.892105714068,8,6,0,0,0.26666666666666666,0.2,2.0689999999999973,2.589166666666662,462.2117794497977,0.18078415936,0.27117623904,0.0002243518829345703
6,2890.8934245053674,9837.604293885644,-4357.725419021047,5384.617594211987,12,11,0,0,0.4,0.36666666666666664,2.2639999999999962,5.3905454545454035,948.5171811297572,0.1771684761728,0.26575271425919994,0.0002818107604980469
7,3584.9663424639407,15588.646088011974,-1158.7729859772082,3054.181124048017,1,1,0,0,0.03333333333333333,0.03333333333333333,24.059999999999434,24.059999999999434,2606.2716704895965,0.173625106649344,0.26043765997401597,0.0001671314239501953
8,3505.366247756155,12558.895805635386,-1624.382946379061,3974.488942405318,4,4,0,0,0.13333333333333333,0.13333333333333333,3.7299999999999915,4.682500000000001,841.8469168653824,0.1701526045163571,0.25522890677453564,0.00014781951904296875
9,4708.293661946953,11775.356939588262,-2849.4770309234837,5163.40105081088,11,10,0,0,0.36666666666666664,0.3333333333333333,3.0699999999999936,4.2856000000000005,728.2484560857085,0.16674955242602996,0.25012432863904493,0.00027871131896972656
10,3437.4572158139517,14678.089415209342,-2807.8292919492887,5608.164764208925,8,5,0,0,0.26666666666666666,0.16666666666666666,4.641,13.670999999999799,2086.00220984268,0.16341456137750934,0.245121842066264,0.000225067138671875
11,-941.1932137219757,11160.694144944282,-5608.467305198511,3582.9889011245227,2,2,0,0,0.06666666666666667,0.06666666666666667,3.929999999999991,4.112999999999992,732.1269804415624,0.1601462701499592,0.24021940522493873,0.00018978118896484375
12,6324.936940176942,14103.382339896167,-1463.481747168444,5177.155327525672,14,9,0,0,0.4666666666666667,0.3,4.109999999999991,9.290222222222148,1332.2216879773057,0.15694334474695998,0.23541501712043994,0.0001933574676513672
13,4157.5074042991255,13198.680674251005,-425.3095044402099,4502.013807400242,6,6,0,0,0.2,0.2,3.974999999999991,6.779999999999987,1111.146467352138,0.15380447785202078,0.23070671677803112,0.0001919269561767578
14,6834.9050404320715,11613.538942349966,-1265.6318489286025,4860.620814638423,17,16,0,0,0.5666666666666667,0.5333333333333333,3.0719999999999947,7.280187499999961,1055.5860080689374,0.15072838829498036,0.2260925824424705,0.00017213821411132812
15,7304.637377004811,13276.467699753883,900.172258488185,5230.529859330611,14,14,0,0,0.4666666666666667,0.4666666666666667,3.7149999999999923,7.398642857142832,1091.81872611174,0.14771382052908075,0.22157073079362113,0.00022411346435546875
16,5886.027686034565,11543.859981493924,-2751.622394689962,5485.386349008631,17,15,0,0,0.5666666666666667,0.5,3.053999999999995,5.261599999999997,838.2069485374496,0.14475954411849912,0.21713931617774868,0.00023794174194335938
17,6812.828905640554,12192.464557433877,188.41984207669705,4932.416999638858,16,14,0,0,0.5333333333333333,0.4666666666666667,3.2749999999999937,4.73221428571427,895.9931933538226,0.14186435323612914,0.2127965298541937,0.00025963783264160156
18,3863.0875854514934,12906.60483180932,-2700.6647249190687,6651.611321735083,12,11,0,0,0.4,0.36666666666666664,3.610999999999993,8.311636363636302,1343.533668734315,0.13902706617140656,0.2085405992571098,0.00020575523376464844
19,4104.461202523828,11162.118589893093,-3968.148706500399,5239.32462969381,12,11,0,0,0.4,0.36666666666666664,2.836999999999996,4.911636363636339,911.9384223336339,0.13624652484797842,0.2043697872719676,0.0002040863037109375
20,5732.262590466548,9973.643896454152,-3017.4861166407823,4849.485363616447,21,18,0,0,0.7,0.6,2.344999999999996,6.756666666666607,895.7542043883642,0.13352159435101885,0.20028239152652827,0.00020956993103027344
21,5739.109667844847,10876.000397904132,-3870.980534524893,5434.3969187989105,17,16,0,0,0.5666666666666667,0.5333333333333333,2.6689999999999965,4.2160624999999925,713.431892538741,0.13085116246399847,0.19627674369599768,0.0002300739288330078
22,4865.5021296346495,10730.029023225909,-3273.4201865344057,5554.472939940186,16,15,0,0,0.5333333333333333,0.5,2.6459999999999964,7.021266666666622,1109.399984772632,0.1282341392147185,0.19235120882207773,0.0002617835998535156
23,8398.08221030373,11281.556408709757,520.8254168574953,4013.6666442177175,22,21,0,0,0.7333333333333333,0.7,2.8429999999999946,5.644857142857105,980.1812678579835,0.12566945643042413,0.1885041846456362,0.00016760826110839844
24,6712.8018777999705,9381.842472919681,-5253.61764275405,4866.520481787662,25,24,0,0,0.8333333333333334,0.8,2.033999999999997,3.1438749999999924,557.2025109475888,0.12315606730181566,0.18473410095272347,0.00016260147094726562
25,6350.151481222388,11770.4794060691,-2113.394760379296,5783.693094353073,21,17,0,0,0.7,0.5666666666666667,3.173999999999994,8.166411764705819,1326.7943850732086,0.12069294595577934,0.18103941893366898,0.0002608299255371094
26,10647.788704191158,13029.58842572294,1646.334017907663,3916.591309793836,26,23,0,0,0.8666666666666667,0.7666666666666667,3.6549999999999927,5.948304347826072,1111.670511775064,0.11827908703666375,0.1774186305549956,0.00025081634521484375
27,10395.713776200386,14002.504798473616,-14.090660661439234,5060.0102232690515,24,21,0,0,0.8,0.7,4.103999999999991,7.4158571428570985,1110.9158627061713,0.11591350529593046,0.17387025794389568,0.0004119873046875
28,6763.920583464685,11537.800740344144,-2991.852013153716,5051.69353634077,24,16,0,0,0.8,0.5333333333333333,3.0209999999999937,4.884687499999982,918.2427972482027,0.11359523519001186,0.17039285278501776,0.0002474784851074219
29,8476.954939372949,10461.011194136197,-2769.3233892483286,4117.477207824864,27,25,0,0,0.9,0.8333333333333334,2.5329999999999955,2.951319999999995,567.0684807872852,0.11132333048621162,0.1669849957293174,0.0003325939178466797
30,8998.21530402952,12262.897838988141,-1719.2018610653415,4889.144479863404,23,22,0,0,0.7666666666666667,0.7333333333333333,3.3259999999999947,7.0500454545453985,963.998530573559,0.10909686387648738,0.16364529581473106,0.00029087066650390625
31,6169.384591549258,10436.31518526836,-2213.777675433029,5372.418913099833,19,19,0,0,0.6333333333333333,0.6333333333333333,2.5059999999999953,3.1473684210526263,575.1799089963048,0.10691492659895763,0.16037238989843644,0.00022220611572265625
32,9833.054742096081,11362.326893610303,-1288.9398915435104,3386.3687528961636,28,25,0,0,0.9333333333333333,0.8333333333333334,2.9329999999999945,3.213919999999995,634.0628066327785,0.10477662806697847,0.1571649421004677,0.00017547607421875
33,13405.928132246812,13986.913313106008,9487.939502946034,779.711927361433,30,29,0,0,1.0,0.9666666666666667,3.960999999999992,6.917862068965497,1205.1434229074753,0.10268109550563892,0.15402164325845835,0.00015234947204589844
34,9760.588559197286,10540.205650608412,-1260.1193694920903,2477.5850783142114,30,28,0,0,1.0,0.9333333333333333,2.5849999999999955,2.827785714285709,562.3661491711078,0.10062747359552614,0.1509412103932892,0.0002696514129638672
35,8754.942812488001,10259.611086427372,-364.0458771137331,3166.3770131815054,26,26,0,0,0.8666666666666667,0.8666666666666667,2.404999999999997,3.50142307692306,637.0840958852227,0.09861492412361561,0.1479223861854234,0.0002276897430419922
36,12652.207371623846,17304.78985085943,-1145.024100169512,7050.4253583223835,22,21,0,0,0.7333333333333333,0.7,5.597000000000008,7.124333333333349,1329.670221353975,0.09664262564114329,0.14496393846171493,0.0002830028533935547
37,13257.230856077158,13652.266676035375,12431.787876249145,275.7305352354013,30,30,0,0,1.0,1.0,3.873999999999992,5.7012333333333025,1038.6815995136467,0.09470977312832042,0.1420646596924806,0.0001780986785888672
38,12617.574396427613,13459.56002618036,4239.73855056818,2163.549475895342,30,28,0,0,1.0,0.9333333333333333,3.6889999999999916,4.834392857142851,895.9177070063843,0.092815577665754,0.13922336649863098,0.00017523765563964844
39,7647.02989982943,9329.16721670784,-2153.836198281506,3686.4508241132826,26,26,0,0,0.8666666666666667,0.8666666666666667,2.012999999999998,2.8188076923076824,481.3523668376825,0.09095926611243893,0.1364388991686584,0.0005445480346679688
40,10602.389103900712,11555.090184175418,-1726.5323065626103,3035.56547081982,28,28,0,0,0.9333333333333333,0.9333333333333333,2.953999999999994,3.0684642857142785,613.3965935441702,0.08914008079019015,0.13371012118528522,0.0004830360412597656
41,12681.393574429303,13275.001413435692,7004.7122072806305,1510.8044376372825,30,28,0,0,1.0,0.9333333333333333,3.6709999999999914,4.24571428571428,838.5212044463439,0.08735727917438635,0.1310359187615795,0.00019049644470214844
42,9727.438104402776,12179.900204157078,-1161.8776958774486,4217.860677147799,23,23,0,0,0.7666666666666667,0.7666666666666667,3.4319999999999933,4.261782608695649,764.9062070418779,0.08561013359089861,0.1284152003863479,0.00025844573974609375
43,10511.71428924757,11641.215515588621,-3200.975701141292,3286.7801980563427,28,28,0,0,0.9333333333333333,0.9333333333333333,2.9859999999999958,3.247857142857139,637.0591035940895,0.08389793091908065,0.12584689637862095,0.000522613525390625
44,10543.222482638676,15034.940630474783,1862.7346182064744,5098.421584968593,20,17,0,0,0.6666666666666666,0.5666666666666667,4.521999999999997,7.476941176470566,1278.1296927763824,0.08221997230069904,0.12332995845104854,0.00021266937255859375
45,8618.917889016875,9597.871180351169,-2739.2872916025253,2893.270247236653,28,28,0,0,0.9333333333333333,0.9333333333333333,2.1829999999999967,2.3631428571428534,462.3615071914932,0.08057557285468504,0.12086335928202756,0.0003972053527832031
46,9720.324191893069,10164.213432586534,-910.9746352068519,1977.2660040787136,30,29,0,0,1.0,0.9666666666666667,2.4159999999999964,2.648724137931031,525.3207288504482,0.07896406139759134,0.118446092096387,0.0005614757537841797
47,8611.973655137366,10202.571339557206,-3388.6744696598043,3361.257503676802,28,25,0,0,0.9333333333333333,0.8333333333333334,2.4169999999999963,3.3568399999999934,549.1977259252312,0.07738478016963951,0.11607717025445927,0.00026488304138183594
