geracao,fit_medio,fit_melhor,fit_pior,fit_std,coletas,entregas,colisoes,mortos,taxa_coleta,taxa_entrega,melhor_tempo,tempo_medio_entrega,distancia_media_entrega,taxa_mutacao_atual,forca_mutacao_atual,tempo_real_geracao_seg
113,14015.862671806226,14046.981813525792,13976.61892387706,14.481171832436404,40,40,0,0,1.0,1.0,2.8489999999999953,2.882774999999995,576.5549999999989,0.05,0.06,0.0001628398895263672
114,17056.421136997415,17314.77846772351,16671.756120014365,163.39217398455392,40,40,70,0,1.0,1.0,4.893000000000002,5.000000000000003,918.9569464503193,0.05,0.06,0.0003020763397216797
115,12585.348357004557,12613.692861707212,12544.564559194965,15.09962991561191,40,40,0,0,1.0,1.0,2.235999999999997,2.2593749999999972,451.8749999999991,0.05,0.06,0.00015997886657714844
116,15780.693957475858,15844.47143479657,15515.763378994274,51.52353402759603,40,40,41,0,1.0,1.0,4.348999999999994,4.5533499999999965,770.6949999999987,0.05,0.06,0.0003859996795654297
117,15288.36208053643,15367.932028682531,15016.702780533184,79.38050468278854,40,40,83,0,1.0,1.0,4.2249999999999925,4.355799999999993,732.5499999999993,0.05,0.06,0.00018143653869628906
118,14944.23187473584,15890.338167127411,811.5014139156766,3245.962951156378,38,38,22,0,0.95,0.95,3.9469999999999907,4.075921052631571,802.8210526315776,0.05,0.06,0.0006530284881591797
119,16574.845432599126,16721.71755562238,16100.305429203505,169.17047720371207,40,40,53,0,1.0,1.0,4.833000000000002,5.308225000000009,926.7549999999995,0.05,0.06,0.0005621910095214844
120,18042.014610137743,18200.117057747324,17736.43807646815,154.20194726314426,40,40,10,0,1.0,1.0,5.067000000000006,5.389350000000012,1076.0400000000004,0.05,0.06,0.0006203651428222656
121,13223.73130931863,13345.225512543786,13144.768513106254,49.6222984826844,40,40,0,0,1.0,1.0,2.4779999999999966,2.5647749999999965,512.9549999999987,0.05,0.06,0.0002524852752685547
122,12714.37145216527,12778.354635461099,12625.577724932004,35.373236899376586,40,40,0,0,1.0,1.0,2.269999999999997,2.2932999999999972,458.65999999999894,0.05,0.06,0.0001709461212158203
123,14536.39732921315,14601.431457721996,14443.018924187956,38.657746780565404,40,40,0,0,1.0,1.0,2.9969999999999946,3.0727249999999944,614.5449999999986,0.05,0.06,0.0003662109375
124,13987.393622894047,14356.962259270442,13328.893055014492,268.2787599151386,40,40,80,0,1.0,1.0,3.3619999999999925,3.4569999999999923,643.579999999999,0.05,0.06,0.00036406517028808594
125,19938.089553892158,20255.200882245535,19283.96141808619,231.06784597241963,40,40,26,0,1.0,1.0,5.868000000000011,6.3202250000000175,1243.6750000000056,0.05,0.06,0.00027489662170410156
126,8694.461805967348,16258.881539012997,4559.048328817516,5400.652822587669,14,14,60,0,0.35,0.35,4.048999999999991,4.234071428571421,767.557142857142,0.05,0.06,0.0002589225769042969
127,16044.67132830674,16388.184509259812,15396.159637970162,300.7151776863754,40,40,38,0,1.0,1.0,4.009999999999992,4.131424999999993,814.6623207984679,0.05,0.06,0.0002472400665283203
128,14235.739903122285,14260.501642300831,14194.129115215139,14.947225412261773,40,40,0,0,1.0,1.0,2.8909999999999947,2.9305999999999948,586.1199999999992,0.05,0.06,0.00018310546875
129,14394.16288326855,14557.906158420385,14224.556854333243,120.61226635913086,40,40,20,0,1.0,1.0,3.097999999999993,3.2147999999999923,634.644999999999,0.05,0.06,0.00015044212341308594
130,13588.54285165689,13623.068040238657,13548.412954451427,16.202653557087533,40,40,0,0,1.0,1.0,2.656999999999995,2.6928999999999954,538.5799999999987,0.05,0.06,0.00022864341735839844
131,15394.640422398394,15440.602681244585,15340.353267450253,22.055366374124493,40,40,0,0,1.0,1.0,3.422999999999993,3.457724999999993,691.5449999999989,0.05,0.06,0.00017786026000976562
132,14385.839942715818,16205.07814678194,6622.741536980383,3001.7185498704002,40,34,59,0,1.0,0.85,3.9179999999999904,5.8997352941176135,770.9930188777738,0.05,0.06,0.00033593177795410156
133,15248.94330419213,15421.967834587529,14754.602566655733,167.27615311883045,40,40,55,0,1.0,1.0,3.866999999999992,3.9688499999999918,708.0899999999989,0.05,0.06,0.0003974437713623047
134,15862.990293075782,15983.687533531778,15754.028210969609,55.21578420815554,40,40,0,0,1.0,1.0,3.5679999999999907,3.6131999999999906,722.6399999999985,0.05,0.06,0.0005156993865966797
135,15842.031816884444,16008.892248197599,15613.924680927415,143.60165013330007,40,40,56,0,1.0,1.0,4.197999999999993,4.282699999999994,817.6149999999993,0.05,0.06,0.00016951560974121094
136,11950.350739181538,12001.34583322643,11908.222410630435,23.11017574369103,40,40,0,0,1.0,1.0,2.026999999999998,2.1347499999999977,426.9499999999991,0.05,0.06,0.00029349327087402344
137,14153.409237243075,14206.342116342355,14083.233664190566,29.653746812845558,40,40,0,0,1.0,1.0,3.073999999999994,3.223874999999994,644.750295531058,0.05,0.06,0.00020933151245117188
138,18002.263528633266,18068.284899622493,17710.02404124806,53.28125124851098,40,40,41,0,1.0,1.0,5.398000000000003,5.567575000000007,1005.2985198987246,0.05,0.06,0.0002651214599609375
139,16226.339416629333,16332.585486159514,15648.65632038873,138.07840585321512,40,40,48,0,1.0,1.0,4.315999999999997,4.406199999999999,860.4449999999991,0.05,0.06,0.0003108978271484375
